X, Y, Z, TICKS
1981,2005,2094,15066780
1982,2006,2091,15068476
1983,2006,2091,15070172
1983,2005,2102,15071868
1983,2007,2091,15073595
1983,2005,2091,15075290
1983,2007,2090,15076985
1983,2003,2090,15093941
1983,2007,2090,15095638
1982,2007,2092,15097333
1983,2005,2089,15099028
1983,2006,2085,15100723
1979,2006,2091,15102418
1983,2005,2088,15104113
1983,2006,2091,15105808
1987,2005,2091,15107503
1982,2011,2097,15109198
1981,2005,2095,15110893
1983,2009,2087,15112609
1982,2004,2091,15114304
1982,2007,2092,15115999
1983,2005,2091,15117694
1981,2006,2083,15119389
1983,2005,2091,15121084
1983,2005,2092,15122780
1983,2006,2090,15139738
1986,2003,2090,15141435
1979,2005,2091,15143131
1980,2006,2090,15144825
1984,2006,2084,15146520
1989,2003,2091,15148216
1983,2008,2091,15149912
1981,2008,2092,15151608
1989,2007,2090,15153324
1982,2013,2096,15155020
1981,1999,2091,15156716
1981,2004,2091,15158412
1983,2005,2090,15160108
1981,2006,2091,15161804
1982,2006,2088,15163499
1989,2001,2092,15165195
1983,2006,2087,15166891
1982,2007,2090,15168587
1983,2007,2090,15170282
1982,2005,2091,15187263
1985,2006,2092,15188960
1984,2007,2091,15190656
1983,2005,2090,15192385
1982,2006,2091,15194081
1983,2007,2090,15195776
1983,2005,2091,15197472
1982,2007,2091,15199168
1982,2008,2092,15200864
1985,2005,2090,15202560
1982,2007,2096,15204256
1984,2004,2091,15205952
1985,2005,2091,15207648
1983,2005,2090,15209343
1987,2007,2091,15211039
1982,2005,2091,15212756
1983,2004,2091,15214451
1983,2007,2090,15216146
1983,2008,2092,15233409
1983,2007,2091,15235106
1986,2006,2091,15236802
1981,2006,2090,15238497
1983,2006,2090,15240192
1982,2009,2091,15241887
1983,2005,2091,15243582
1982,2007,2091,15245277
1984,2005,2093,15246972
1983,2008,2092,15248667
1982,2002,2092,15250362
1985,2006,2091,15252087
1982,2003,2090,15253782
1984,2006,2091,15255477
1983,2005,2089,15257172
1983,2006,2090,15258867
1998,2006,2091,15260563
1983,2006,2089,15262259
1983,2007,2090,15279216
1989,2007,2094,15280913
1985,2005,2090,15282608
1983,2006,2089,15284304
1983,2011,2096,15286000
1984,2007,2091,15287696
1983,2007,2093,15289392
1983,2006,2089,15291108
1987,2006,2091,15292804
1983,2011,2093,15294500
1983,2007,2092,15296196
1983,2005,2092,15297892
1983,2005,2087,15299588
1983,2006,2091,15301284
1982,2005,2092,15302980
1981,2005,2091,15304676
1983,2005,2091,15306372
1982,2006,2087,15308068
1982,2005,2091,15309764
1982,2005,2090,15326708
1988,2007,2091,15328406
1980,2008,2080,15330102
1983,2005,2091,15331819
1983,2002,2088,15333515
1981,2006,2090,15335210
1982,2007,2090,15336905
1984,2005,2091,15338600
1982,2006,2092,15340294
1986,2003,2087,15341990
1983,2007,2089,15343685
1987,2007,2090,15345380
1982,2006,2096,15347075
1982,2005,2091,15348770
1983,2007,2089,15350485
1981,2006,2089,15352181
1983,2004,2090,15353877
1983,2005,2086,15355572
1982,2005,2091,15372530
1983,2004,2091,15374227
1983,2006,2091,15375922
1980,2006,2092,15377617
1983,2001,2087,15379312
1983,2006,2091,15381007
1983,2006,2093,15382702
1983,2004,2091,15384397
1983,2007,2093,15386092
1983,2005,2090,15387787
1980,2006,2091,15389482
1982,2008,2094,15391197
1984,2005,2092,15392892
1983,2007,2091,15394587
1983,2005,2091,15396282
1981,2002,2092,15397977
1982,2009,2091,15399672
1981,2005,2091,15401367
1984,2004,2092,15418323
1983,2011,2089,15420020
1985,2005,2093,15421715
1983,2006,2092,15423410
1982,2008,2092,15425105
1983,2001,2092,15426800
1982,2005,2089,15428495
1985,2005,2094,15430221
1991,2007,2091,15431917
1981,2007,2099,15433613
1983,2004,2090,15435309
1983,2007,2092,15437005
1983,2006,2092,15438701
1981,1997,2093,15440397
1974,2005,2090,15442093
1983,2004,2088,15443788
1981,2006,2089,15445484
1983,2004,2089,15447180
1988,2017,2092,15464160
1985,2007,2091,15465857
1983,2004,2090,15467552
1979,2006,2092,15469247
1983,2003,2089,15470958
1981,2006,2090,15472653
1983,2005,2090,15474349
1983,2005,2094,15476045
1983,2003,2089,15477741
1983,2006,2097,15479436
1980,2005,2093,15481131
1983,2004,2091,15482826
1981,2006,2093,15484521
1983,2006,2092,15486216
1982,2005,2092,15487911
1983,2006,2093,15489636
1982,2007,2090,15491332
1983,2006,2091,15493028
1985,2005,2093,15494724
1980,2003,2090,15511681
1983,2005,2091,15513378
1983,2006,2091,15515073
1979,2004,2093,15516768
1985,2001,2087,15518463
1986,2006,2086,15520158
1982,2005,2093,15521853
1983,2007,2092,15523548
1976,2006,2093,15525243
1983,2005,2095,15526938
1978,2005,2093,15528633
1983,2005,2092,15530346
1981,2005,2093,15532042
1982,2005,2091,15533738
1974,2010,2091,15535433
1974,2005,2091,15537129
1981,2004,2090,15538825
1982,2005,2092,15540520
1983,2007,2091,15557477
1995,2007,2090,15559174
1983,2006,2091,15560870
1986,2005,2092,15562565
1983,2006,2092,15564260
1977,2006,2097,15565955
1983,2006,2094,15567650
1985,2003,2091,15569377
1983,2007,2091,15571073
1983,2005,2092,15572769
1983,2006,2092,15574465
1982,2005,2092,15576161
1982,2007,2092,15577857
1986,2005,2092,15579553
1983,2006,2092,15581249
1983,2005,2091,15582945
1983,2005,2091,15584641
1983,2006,2091,15586337
1984,2006,2091,15603319
1981,2006,2088,15605017
1983,2011,2092,15606713
1983,2006,2095,15608429
1983,2006,2093,15610125
1985,2003,2092,15611820
1987,2006,2093,15613516
1983,2006,2091,15615212
1984,2003,2092,15616908
1983,2004,2089,15618604
1983,2009,2093,15620300
1983,2006,2093,15621996
1983,2004,2091,15623692
1982,2007,2091,15625388
1982,2003,2091,15627084
1983,2007,2091,15628812
1979,2007,2089,15630508
1983,2004,2090,15632204
1983,2003,2089,15633900
1984,2009,2090,15650819
1983,2006,2091,15652516
1983,2004,2091,15654212
1983,2007,2098,15655908
1983,2008,2092,15657604
1981,2006,2088,15659300
1983,2007,2093,15660996
1982,2005,2092,15662692
1982,2006,2091,15664388
1983,2006,2090,15666084
1983,2007,2091,15667799
1983,2003,2089,15669493
1983,2006,2090,15671188
1982,2006,2091,15672883
1977,2005,2092,15674578
1982,2005,2095,15676273
1983,2005,2090,15677968
1983,2006,2096,15679663
1986,2007,2091,15696620
1985,2007,2091,15698317
1985,2006,2091,15700012
1980,2006,2091,15701707
1982,2007,2093,15703402
1980,2006,2091,15705098
1981,2007,2085,15706794
1979,2008,2091,15708523
1982,2005,2089,15710218
1985,2005,2091,15711913
1983,2007,2091,15713608
1983,2006,2092,15715303
1985,2006,2093,15716999
1985,2007,2091,15718695
1985,2006,2090,15720391
1983,2005,2090,15722086
1983,2006,2090,15723781
1982,2006,2092,15725476
1982,2005,2090,15742454
1985,2006,2092,15744151
1984,2006,2091,15745846
1982,2007,2093,15747562
1982,2003,2091,15749258
1983,2006,2092,15750954
1983,2006,2090,15752650
1983,2007,2092,15754346
1980,2005,2092,15756042
1982,2004,2090,15757738
1985,2003,2092,15759434
1982,2006,2091,15761130
1979,2007,2094,15762826
1982,2004,2090,15764522
1980,2007,2091,15766218
1982,2005,2092,15767936
1983,2004,2091,15769632
1985,2005,2089,15771328
1984,2007,2090,15788290
1985,2007,2090,15789987
1984,2006,2091,15791683
1985,2002,2094,15793378
1983,2005,2091,15795072
1985,2005,2089,15796767
1984,2005,2087,15798463
1981,2009,2092,15800159
1984,2006,2091,15801855
1985,2006,2091,15803551
1976,2008,2093,15805247
1983,2005,2091,15806963
1983,2010,2095,15808659
1983,2005,2089,15810355
1980,2005,2091,15812051
1982,2005,2085,15813747
1982,2006,2091,15815443
1984,2007,2088,15817139
1983,2007,2087,15818835
1983,2005,2091,15835792
1983,2008,2091,15837489
1986,2006,2091,15839185
1984,2007,2090,15840880
1983,2006,2091,15842576
1983,2009,2092,15844272
1983,2005,2091,15845968
1983,2006,2092,15847686
1980,2005,2090,15849382
1983,2003,2088,15851077
1982,2007,2090,15852772
1984,2005,2093,15854467
1983,2004,2097,15856162
1981,2008,2090,15857857
1987,2005,2091,15859551
1982,2005,2089,15861246
1979,2005,2089,15862941
1982,2004,2085,15864636
1983,2005,2090,15881615
1979,2006,2091,15883312
1984,2006,2091,15885007
1978,2007,2091,15886727
1984,2005,2090,15888423
1983,2007,2091,15890119
1984,2005,2092,15891815
1983,2010,2091,15893511
1983,2006,2091,15895207
1989,2005,2089,15896903
1983,2005,2091,15898599
1985,2004,2091,15900295
1983,2005,2090,15901991
1983,2005,2089,15903687
1983,2005,2092,15905383
1983,2006,2089,15907100
1983,2005,2083,15908795
1983,2007,2090,15910491
1985,2005,2090,15927448
1983,2007,2089,15929145
1983,2006,2090,15930840
1982,2006,2087,15932535
1986,2004,2088,15934230
1983,2007,2091,15935925
1983,2006,2091,15937620
1980,2007,2094,15939315
1984,2003,2091,15941010
1995,2007,2093,15942705
1983,2008,2093,15944400
1983,2006,2091,15946128
1982,2006,2093,15947824
1981,2004,2091,15949520
1983,2005,2091,15951216
1983,2005,2089,15952912
1983,2005,2090,15954608
1983,2005,2090,15956304
1977,2005,2091,15958000
1983,2005,2090,15974919
1983,2006,2090,15976616
1984,2009,2091,15978312
1980,2005,2090,15980008
1983,2003,2089,15981704
1983,2017,2092,15983400
1985,2005,2091,15985096
1983,2005,2091,15986809
1983,2006,2092,15988504
1986,2005,2092,15990198
1986,2006,2090,15991893
1983,2007,2091,15993589
1983,2007,2091,15995285
1982,2006,2093,15996981
1983,2006,2094,15998677
1982,2006,2091,16000373
1983,2006,2091,16002069
1983,2005,2096,16003765
1985,2006,2091,16020746
1989,2007,2090,16022443
1982,2005,2086,16024139
1982,2006,2091,16025867
1985,2004,2090,16027563
1983,2006,2090,16029259
1983,2007,2090,16030955
1986,2007,2091,16032651
1982,2008,2096,16034347
1981,2006,2091,16036043
1982,2005,2092,16037739
1983,2005,2102,16039435
1985,2006,2091,16041131
1982,2007,2090,16042827
1983,2005,2092,16044523
1988,2005,2091,16046237
1982,2006,2090,16047933
1985,2007,2092,16049629
1983,2010,2085,16066585
1986,2007,2091,16068282
1983,2005,2091,16069978
1983,2005,2091,16071674
1985,2005,2087,16073370
1983,2007,2091,16075066
1986,2006,2089,16076762
1978,2007,2091,16078458
1984,2006,2091,16080154
1983,2006,2096,16081850
1982,2006,2093,16083546
1982,2004,2093,16085273
1983,2005,2092,16086969
1983,2004,2088,16088665
1983,2005,2091,16090361
1983,2003,2091,16092057
1986,2005,2090,16093753
1982,2007,2091,16095449
1983,2003,2096,16112407
1985,2008,2089,16114105
1982,2005,2090,16115801
1981,2001,2091,16117497
1983,2012,2090,16119193
1982,2007,2091,16120888
1983,2004,2087,16122584
1985,2006,2091,16124300
1983,2006,2090,16125996
1984,2007,2090,16127692
1989,2006,2089,16129388
1983,2004,2090,16131083
1980,2006,2091,16132778
1975,2004,2090,16134473
1983,2006,2092,16136168
1979,2006,2091,16137863
1983,2003,2090,16139558
1983,2005,2090,16141253
1982,2004,2087,16142948
1983,2007,2089,16159929
1983,2005,2090,16161626
1987,2007,2089,16163322
1981,2007,2090,16165051
1984,2005,2089,16166747
1985,2007,2091,16168442
1985,2007,2089,16170138
1983,2006,2091,16171834
1983,2006,2094,16173530
1983,2007,2090,16175226
1981,2007,2091,16176922
1983,2003,2090,16178618
1983,2005,2091,16180314
1982,2008,2090,16182010
1978,2005,2090,16183726
1983,2003,2092,16185421
1987,2005,2093,16187117
1985,2003,2083,16188813
1983,2005,2091,16205770
1983,2006,2091,16207467
1983,2008,2091,16209163
1984,2007,2091,16210858
1983,2007,2093,16212553
1980,2006,2092,16214248
1983,2003,2089,16215943
1981,2007,2093,16217638
1983,2006,2089,16219333
1983,2006,2092,16221028
1983,2005,2081,16222723
1980,2003,2092,16224451
1983,2006,2102,16226146
1986,2006,2090,16227842
1983,2005,2089,16229538
1982,2005,2091,16231234
1983,2006,2092,16232930
1983,2005,2091,16234626
1982,2004,2091,16251583
1983,2007,2080,16253280
1983,2006,2091,16254976
1980,2007,2092,16256672
1983,2003,2092,16258368
1980,2006,2099,16260064
1982,2003,2088,16261760
1983,2006,2093,16263478
1984,2004,2089,16265174
1984,2004,2095,16266869
1983,2005,2092,16268564
1987,2006,2090,16270259
1983,2005,2093,16271954
1985,2005,2092,16273649
1983,2003,2088,16275344
1983,2006,2092,16277039
1983,2005,2090,16278734
1984,2005,2092,16280429
1981,2007,2091,16282125
1984,2006,2090,16299077
1986,2007,2089,16300774
1984,2007,2090,16302470
1980,2006,2090,16304186
1983,2005,2089,16305882
1986,2008,2092,16307578
1984,2007,2091,16309273
1982,1991,2089,16310969
1983,2007,2092,16312665
1986,2005,2091,16314361
1985,2005,2091,16316056
1985,2007,2090,16317752
1979,2002,2090,16319448
1983,2007,2092,16321144
1985,2005,2091,16322860
1982,2006,2090,16324556
1983,2006,2092,16326252
1983,2001,2092,16327948
1984,2006,2091,16344906
1983,2007,2091,16346603
1982,2007,2093,16348299
1984,2006,2080,16349995
1981,2006,2089,16351691
1984,2005,2093,16353387
1984,2007,2093,16355083
1986,2007,2096,16356779
1982,2003,2096,16358475
1983,2004,2091,16360171
1983,1997,2096,16361867
1986,2006,2091,16363584
1983,2007,2091,16365280
1983,2005,2091,16366975
1983,2006,2096,16368670
1983,2005,2090,16370365
1982,2008,2090,16372061
1983,2005,2090,16373757
1983,2004,2090,16390714
1982,2006,2090,16392411
1983,2007,2089,16394106
1982,2007,2098,16395801
1983,2005,2090,16397496
1985,2007,2091,16399191
1983,2007,2093,16400886
1982,2006,2097,16402614
1984,2007,2091,16404309
1983,2009,2093,16406005
1986,2007,2089,16407701
1983,2009,2090,16409397
1982,2005,2092,16411092
1986,2001,2091,16412787
1982,2007,2089,16414482
1985,2005,2088,16416177
1982,2005,2091,16417872
1983,2005,2090,16419567
1991,2005,2092,16436547
1985,2008,2091,16438244
1986,2004,2091,16439940
1986,2013,2092,16441636
1983,2007,2092,16443349
1984,2005,2091,16445043
1985,2007,2091,16446739
1980,2005,2090,16448434
1983,2006,2091,16450129
1979,2005,2091,16451824
1983,2013,2091,16453519
1980,2006,2089,16455214
1983,2012,2091,16456909
1983,2006,2091,16458604
1981,2009,2091,16460299
1983,2011,2092,16462027
1982,2005,2090,16463722
1983,2006,2088,16465418
1983,2005,2084,16467114
1983,2004,2090,16484072
1984,2006,2091,16485769
1984,2006,2090,16487465
1982,2007,2092,16489160
1982,2006,2092,16490855
1986,2005,2091,16492550
1983,2007,2091,16494245
1986,2006,2091,16495940
1980,2005,2091,16497635
1983,2006,2090,16499331
1985,2003,2089,16501027
1983,2006,2091,16502740
1983,2007,2088,16504435
1983,2004,2090,16506131
1982,2005,2090,16507827
1983,2003,2089,16509523
1982,2004,2091,16511218
1983,2011,2091,16512914
1983,2004,2090,16529872
1985,2012,2091,16531569
1987,2005,2090,16533265
1980,2007,2091,16534960
1983,2003,2092,16536655
1986,2007,2090,16538351
1984,2007,2089,16540047
1985,2006,2091,16541776
1980,2005,2091,16543472
1983,2002,2085,16545168
1982,2008,2092,16546864
1990,2005,2093,16548559
1983,2005,2091,16550254
1984,2005,2090,16551949
1983,2005,2091,16553644
1983,2005,2090,16555340
1983,2004,2089,16557036
1986,2004,2084,16558732
1983,2005,2090,16575711
1984,2007,2091,16577408
1985,2005,2090,16579104
1977,2007,2089,16580821
1982,2000,2088,16582517
1983,2006,2091,16584213
1983,2011,2091,16585909
1987,2006,2090,16587604
1983,2005,2090,16589300
1982,2006,2097,16590996
1983,2004,2090,16592692
1982,2008,2091,16594388
1981,2008,2092,16596084
1983,2006,2091,16597780
1983,2006,2091,16599475
1985,2011,2090,16601203
1981,2001,2089,16602898
1973,2005,2089,16604593
1982,2007,2090,16606289
1982,2003,2089,16623207
1983,2007,2090,16624904
1985,2005,2091,16626599
1983,2005,2090,16628295
1984,2006,2091,16629991
1985,2006,2091,16631687
1983,2003,2091,16633383
1983,2005,2089,16635079
1980,2005,2091,16636775
1984,2004,2088,16638471
1985,2008,2098,16640186
1983,2005,2089,16641882
1982,2006,2091,16643578
1983,2004,2089,16645274
1983,2004,2090,16646969
1983,2005,2088,16648665
1983,2006,2090,16650361
1982,2004,2091,16652057
1983,2006,2091,16669014
1983,2006,2091,16670711
1982,2005,2096,16672406
1979,2005,2092,16674101
1981,2004,2090,16675796
1982,2007,2091,16677491
1983,2005,2089,16679186
1983,2006,2092,16680913
1983,2006,2089,16682608
1984,2003,2086,16684304
1983,2007,2093,16686000
1983,2007,2091,16687696
1970,2005,2089,16689392
1986,2006,2088,16691087
1984,2007,2089,16692783
1983,2004,2090,16694479
1983,2007,2091,16696175
1983,2007,2090,16697871
1981,2006,2090,16714850
1983,2006,2091,16716547
1984,2006,2090,16718242
1983,2007,2091,16719970
1983,2009,2092,16721666
1983,2005,2084,16723362
1985,2006,2090,16725058
1981,2005,2089,16726753
1983,2006,2091,16728448
1983,2007,2089,16730143
1982,2004,2088,16731838
1983,2006,2091,16733533
1982,2007,2091,16735228
1983,2006,2091,16736923
1983,2006,2097,16738618
1983,2007,2088,16740346
1985,2006,2091,16742042
1985,2009,2092,16743738
1983,2005,2090,16760696
1986,2005,2092,16762394
1983,2006,2079,16764090
1983,2005,2091,16765786
1983,2006,2095,16767481
1981,2008,2094,16769176
1982,2005,2091,16770870
1986,2007,2086,16772566
1983,2008,2091,16774261
1983,2007,2092,16775956
1983,2005,2091,16777651
1984,2007,2091,16779367
1984,2007,2090,16781062
1983,2006,2090,16782758
1982,2007,2091,16784454
1982,2006,2091,16786150
1983,2007,2093,16787846
1983,2007,2093,16789541
1983,2009,2088,16791237
1978,2005,2088,16808194
1981,2006,2092,16809891
1983,2006,2090,16811586
1983,2006,2090,16813282
1983,2004,2092,16814978
1984,2007,2095,16816674
1983,2007,2090,16818370
1982,2007,2092,16820087
1984,2005,2089,16821783
1986,2005,2090,16823479
1983,2008,2092,16825174
1980,2006,2091,16826870
1983,2005,2089,16828566
1983,2006,2090,16830262
1986,2005,2089,16831957
1983,2001,2091,16833652
1983,2007,2091,16835346
1984,2006,2089,16837041
1985,2006,2090,16854022
1983,2006,2090,16855719
1983,2007,2091,16857415
1981,2006,2090,16859144
1984,2002,2088,16860840
1983,2007,2092,16862536
1983,1997,2090,16864232
1983,2007,2091,16865928
1988,2009,2090,16867624
1983,2011,2097,16869320
1985,2003,2090,16871016
1983,1996,2093,16872712
1983,2006,2089,16874408
1981,2011,2093,16876104
1982,2006,2091,16877800
1983,2006,2090,16879516
1979,2005,2093,16881212
1984,2003,2087,16882908
1982,2006,2090,16899865
1985,2003,2091,16901562
1982,2005,2091,16903257
1983,2006,2092,16904952
1983,2007,2093,16906647
1983,2006,2092,16908342
1983,2006,2091,16910037
1983,2006,2091,16911732
1983,2007,2085,16913427
1982,2007,2091,16915122
1986,2005,2096,16916817
1983,2008,2091,16918532
1983,2006,2092,16920227
1983,2006,2090,16921922
1983,2006,2091,16923617
1982,2007,2091,16925312
1983,2006,2090,16927007
1983,2005,2090,16928702
1982,2005,2092,16930398
1986,2006,2090,16947317
1983,2007,2090,16949015
1985,2006,2091,16950711
1979,2007,2091,16952407
1984,2005,2088,16954103
1985,2007,2097,16955799
1983,2006,2089,16957495
1985,2008,2088,16959208
1983,2007,2091,16960903
1983,2007,2091,16962598
1981,2006,2088,16964293
1983,2006,2092,16965987
1986,2007,2086,16967683
1983,2005,2091,16969378
1982,2005,2091,16971073
1982,2003,2092,16972768
1985,2005,2091,16974463
1983,2006,2092,16976158
1983,2004,2090,16993150
1984,2007,2089,16994847
1985,2005,2091,16996543
1980,2007,2090,16998269
1983,2003,2099,16999965
1983,2007,2091,17001661
1983,2006,2092,17003357
1987,2005,2092,17005053
1983,2009,2096,17006749
1981,2006,2092,17008445
1984,2006,2092,17010141
1983,2008,2093,17011837
1988,2006,2093,17013533
1983,2007,2087,17015229
1988,2006,2091,17016925
1983,2004,2091,17018640
1981,2004,2089,17020336
1983,2006,2094,17022032
1982,2006,2091,17038989
1983,2006,2091,17040687
1983,2005,2092,17042383
1981,2007,2101,17044079
1983,2003,2091,17045775
1981,1994,2096,17047471
1983,2004,2089,17049167
1982,2007,2091,17050862
1985,2003,2085,17052558
1983,2005,2089,17054254
1984,2006,2093,17055950
1982,2007,2093,17057668
1983,2006,2090,17059364
1985,2006,2090,17061060
1981,2006,2089,17062755
1982,2006,2091,17064450
1983,2006,2091,17066145
1983,2004,2085,17067840
1985,2005,2091,17084797
1985,2010,2091,17086494
1983,2006,2091,17088189
1979,2009,2091,17089884
1982,2004,2088,17091579
1983,2006,2091,17093274
1983,2007,2095,17094968
